common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	819117	application/xhtml+xml	67.205.3.89	0	0	14	0	0	0	0	0	0	0	0	text/html	27784	html-mf-xfn	1328767358000	14	http://www.chsglobe.com/tag/carolyn-blair/
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	951789	application/xhtml+xml	184.172.171.170	0	0	0	0	0	0	0	0	74	0	0	text/html	52523	html-mf-xfn	1328767359000	74	http://robyngough.com/2009/03/17/its-no-blarney-sale/
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	1107477	text/html	62.149.195.44	0	0	5	0	0	0	0	0	0	0	0	text/html	45967	html-mf-hcard	1328767360000	5	http://www.palermoanimali.it/ViewProfile-eugenia.html
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	1597022	application/xhtml+xml	64.14.74.38	0	0	9	0	0	0	0	0	0	0	0	text/html	23109	html-mf-hcard	1328767361000	9	http://cascadebicyclestudio.com/2006/08/seven-test-bikes-for-sale/
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	1619856	application/xhtml+xml	184.172.252.137	0	0	6	0	0	0	0	0	0	0	0	text/html	29997	html-mf-hcard	1328767361000	6	http://thebestmusicblog.com/in-this-land/
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	2508028	text/html	67.205.37.206	0	0	24	0	0	0	0	0	0	0	4	text/html	36334	html-mf-hcard	1328767387000	28	http://eoid.org/tag/kabab/page/2/
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	2896187	application/xhtml+xml	69.195.97.151	0	0	0	0	0	0	0	0	4	0	0	text/html	27124	html-mf-xfn	1328767387000	4	http://www.noahhowell.com/2009/02/why-not-sober-up-in-the-y-not/
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	2999134	application/xhtml+xml	208.84.154.17	0	0	0	0	0	0	0	0	0	0	4	text/html	12250	html-rdfa	1328767384000	4	http://www.newcircle.com.au/news/2010/05/marcus-reich-gravity-edit/
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	3765008	application/xhtml+xml	77.232.92.12	0	0	0	0	0	0	0	0	174	0	0	text/html	32063	html-mf-xfn	1328767385000	174	http://spxl.tv/2008/09/03/mind-reggae-dubstep/
common-crawl/parse-output/segment/1346823845675/1346864466526_10.arc.gz	4303841	text/html	50.22.90.97	0	0	70	0	0	0	0	0	0	0	0	text/html	34754	html-mf-xfn	1328767384000	70	http://www.thebiblequotes.com/page/16
