http://data-vocabulary.org/Breadcrumb/title	9631	0.2172520358
http://data-vocabulary.org/Breadcrumb/url	9597	0.2164850782
http://schema.org/PostalAddress/streetAddress	8932	0.2014842886
http://schema.org/PostalAddress/addressLocality	8775	0.1979427489
http://schema.org/PostalAddress/addressRegion	7145	0.1611738964
http://schema.org/Product/name	6791	0.1531885137
http://schema.org/PostalAddress/postalCode	6770	0.1527148045
http://schema.org/LocalBusiness/name	5375	0.1212469829
http://schema.org/LocalBusiness/address	5341	0.1204800253
http://schema.org/Product/description	5178	0.11680314
http://schema.org/LocalBusiness/telephone	4427	0.0998623988
http://schema.org/Offer/price	4192	0.0945613679
http://schema.org/Product/offers	4186	0.0944260224
http://schema.org/AggregateRating/ratingValue	3440	0.0775980691
http://schema.org/Product/image	3405	0.0768085538
http://data-vocabulary.org/Product/name	3213	0.0724774988
http://schema.org/GeoCoordinates/latitude	3010	0.0678983104
http://schema.org/GeoCoordinates/longitude	3002	0.0677178498
http://schema.org/Organization/name	2931	0.0661162618
http://data-vocabulary.org/Product/image	2915	0.0657553405
http://data-vocabulary.org/Product/description	2792	0.0629807584
http://data-vocabulary.org/Product/offerDetails	2736	0.061717534
http://schema.org/Article/name	2656	0.0599129277
http://data-vocabulary.org/Product/brand	2404	0.054228418
http://schema.org/LocalBusiness/description	2395	0.0540253998
http://data-vocabulary.org/Product/identifier	2358	0.0531907694
http://schema.org/AggregateRating/bestRating	2342	0.0528298482
http://data-vocabulary.org/Product/category	2299	0.0518598723
http://schema.org/Person/name	2289	0.0516342965
http://data-vocabulary.org/Organization/name	2217	0.0500101509
http://schema.org/AggregateRating/ratingCount	2202	0.0496717872
http://schema.org/LocalBusiness/faxNumber	2198	0.0495815569
http://data-vocabulary.org/Product/currency	2127	0.0479799689
http://data-vocabulary.org/Address/locality	2101	0.0473934718
http://schema.org/Article/description	2058	0.046423496
http://data-vocabulary.org/Organization/address	2037	0.0459497868
http://data-vocabulary.org/Address/street-address	1973	0.0445061018
http://schema.org/LocalBusiness/geo	1924	0.0434007805
http://schema.org/LocalBusiness/addressRegion	1906	0.0429947441
http://schema.org/Article/image	1858	0.0419119803
http://schema.org/LocalBusiness/addressLocality	1857	0.0418894228
http://schema.org/LocalBusiness/email	1851	0.0417540773
http://data-vocabulary.org/Product/lowPrice	1817	0.0409871196
http://data-vocabulary.org/Product/highPrice	1805	0.0407164287
http://www.schema.org/LocalBusiness/url	1775	0.0400397013
http://www.schema.org/LocalBusiness/address	1763	0.0397690104
http://www.schema.org/LocalBusiness/name	1760	0.0397013377
http://www.schema.org/LocalBusiness/aggregateRating	1755	0.0395885498
http://schema.org/PostalAddress/addressCountry	1726	0.03893438
http://schema.org/Event/name	1643	0.037062101
http://schema.org/Person/image	1617	0.036475604
